undertone,body_type,occasion,n_items,has_outerwear,has_accessory,color_contrast,pattern_mix,undertone_enc,body_type_enc,occasion_enc,compatibility_score,is_compatible
cool,hourglass,casual,5,1,1,0.77,0,1,0,0,0.7157,0
cool,rectangle,formal,5,1,1,0.52,1,1,3,1,0.7425,0
neutral,apple,formal,5,0,1,0.57,0,2,4,1,0.6901,0
warm,pear,formal,5,1,1,0.31,0,0,2,1,0.7409,0
neutral,rectangle,casual,3,0,0,0.64,1,2,3,0,0.9465,1
warm,apple,formal,3,1,1,0.72,0,0,4,1,0.7008,0
warm,rectangle,sports,5,0,1,0.71,1,0,3,4,0.7024,0
neutral,pear,formal,3,0,0,0.75,0,2,2,1,0.8511,1
cool,inverted_triangle,sports,4,1,0,0.41,0,1,1,4,0.7653,1
warm,apple,party,3,0,1,0.28,1,0,4,2,0.7199,0
cool,pear,ethnic,4,0,1,0.44,0,1,2,3,0.802,1
neutral,apple,ethnic,3,1,0,0.44,0,2,4,3,0.8314,1
warm,inverted_triangle,formal,5,0,0,0.84,0,0,1,1,0.99,1
neutral,rectangle,formal,5,1,1,0.61,0,2,3,1,0.7499,0
warm,oval,sports,3,0,1,0.24,0,0,5,4,0.6909,0
cool,pear,casual,3,0,0,0.82,1,1,2,0,0.7981,1
warm,oval,party,3,0,1,0.88,0,0,5,2,0.7552,1
warm,inverted_triangle,party,5,1,1,0.57,0,0,1,2,0.8815,1
cool,inverted_triangle,formal,4,1,0,0.87,0,1,1,1,0.8073,1
neutral,pear,party,5,0,1,0.55,0,2,2,2,0.6934,0
neutral,pear,casual,4,0,1,0.37,1,2,2,0,0.7577,1
cool,apple,sports,5,1,1,0.85,0,1,4,4,0.6371,0
cool,hourglass,ethnic,5,0,1,0.75,1,1,0,3,0.8206,1
warm,oval,formal,4,0,0,0.3,0,0,5,1,0.6947,0
warm,pear,party,5,1,0,0.12,0,0,2,2,0.8264,1
warm,apple,party,3,0,1,0.36,0,0,4,2,0.7689,1
neutral,inverted_triangle,formal,4,0,0,0.62,0,2,1,1,0.865,1
warm,inverted_triangle,formal,5,1,0,0.54,0,0,1,1,0.99,1
cool,rectangle,casual,4,1,1,0.62,0,1,3,0,0.6766,0
neutral,pear,casual,3,0,1,0.69,1,2,2,0,0.6843,0
warm,apple,party,3,1,0,0.47,0,0,4,2,0.7121,0
cool,hourglass,party,3,1,1,0.64,1,1,0,2,0.8799,1
neutral,pear,sports,4,0,1,0.34,0,2,2,4,0.6587,0
warm,oval,party,3,1,1,0.59,0,0,5,2,0.7325,0
warm,apple,casual,3,0,1,0.84,0,0,4,0,0.772,1
neutral,inverted_triangle,casual,3,1,1,0.22,0,2,1,0,0.7582,1
warm,oval,party,3,0,1,0.23,0,0,5,2,0.7347,0
neutral,inverted_triangle,sports,3,0,0,0.3,1,2,1,4,0.7761,1
cool,inverted_triangle,casual,4,1,1,0.5,0,1,1,0,0.891,1
cool,inverted_triangle,party,5,1,1,0.53,0,1,1,2,0.8765,1
neutral,rectangle,casual,5,0,1,0.76,1,2,3,0,0.9315,1
cool,rectangle,party,3,1,1,0.12,1,1,3,2,0.6922,0
warm,rectangle,casual,3,1,1,0.84,0,0,3,0,0.8028,1
cool,pear,casual,5,1,0,0.34,0,1,2,0,0.7498,0
warm,rectangle,party,3,0,1,0.41,0,0,3,2,0.7691,1
warm,rectangle,formal,4,1,1,0.28,0,0,3,1,0.8217,1
neutral,inverted_triangle,party,5,1,0,0.17,1,2,1,2,0.8314,1
neutral,inverted_triangle,party,5,0,0,0.24,0,2,1,2,0.7579,1
warm,inverted_triangle,casual,5,0,0,0.28,0,0,1,0,0.9767,1
cool,inverted_triangle,sports,4,1,1,0.26,1,1,1,4,0.8262,1
neutral,rectangle,party,4,0,0,0.24,0,2,3,2,0.7941,1
warm,hourglass,sports,3,1,0,0.57,0,0,0,4,0.7661,1
warm,inverted_triangle,casual,5,1,1,0.34,1,0,1,0,0.9007,1
warm,pear,sports,5,0,0,0.74,0,0,2,4,0.7316,0
cool,inverted_triangle,casual,4,1,0,0.12,1,1,1,0,0.9258,1
warm,hourglass,party,3,1,0,0.7,1,0,0,2,0.8696,1
neutral,inverted_triangle,party,5,1,1,0.22,0,2,1,2,0.7731,1
warm,rectangle,formal,3,1,1,0.72,0,0,3,1,0.7674,1
warm,hourglass,casual,4,1,0,0.75,0,0,0,0,0.9334,1
warm,pear,sports,3,1,1,0.61,1,0,2,4,0.6774,0
neutral,rectangle,sports,3,1,0,0.34,1,2,3,4,0.6983,0
cool,pear,party,4,1,0,0.46,0,1,2,2,0.9273,1
cool,rectangle,ethnic,5,0,1,0.56,0,1,3,3,0.8263,1
neutral,inverted_triangle,ethnic,5,1,1,0.6,0,2,1,3,0.8599,1
warm,hourglass,sports,5,0,1,0.62,0,0,0,4,0.8388,1
warm,inverted_triangle,casual,5,0,0,0.61,0,0,1,0,0.9242,1
neutral,apple,formal,3,0,1,0.7,1,2,4,1,0.8343,1
neutral,apple,ethnic,5,1,0,0.54,0,2,4,3,0.8476,1
neutral,hourglass,formal,3,1,0,0.25,0,2,0,1,0.99,1
neutral,hourglass,ethnic,4,1,1,0.74,0,2,0,3,0.9072,1
warm,inverted_triangle,sports,4,0,0,0.33,0,0,1,4,0.727,0
neutral,pear,ethnic,4,0,1,0.24,0,2,2,3,0.8672,1
cool,pear,casual,4,0,0,0.58,1,1,2,0,0.825,1
neutral,hourglass,formal,5,1,0,0.58,1,2,0,1,0.99,1
cool,oval,formal,5,1,1,0.74,0,1,5,1,0.8006,1
neutral,pear,ethnic,5,0,1,0.71,0,2,2,3,0.7987,1
neutral,apple,sports,5,0,1,0.37,0,2,4,4,0.6933,0
cool,inverted_triangle,casual,4,0,0,0.51,1,1,1,0,0.9184,1
neutral,pear,sports,5,0,0,0.39,0,2,2,4,0.7052,0
warm,pear,sports,4,1,1,0.18,1,0,2,4,0.6695,0
cool,hourglass,sports,4,0,0,0.33,0,1,0,4,0.8153,1
cool,rectangle,ethnic,5,1,0,0.8,0,1,3,3,0.8393,1
neutral,pear,party,4,1,1,0.67,0,2,2,2,0.7803,1
cool,rectangle,ethnic,5,1,1,0.3,1,1,3,3,0.8163,1
neutral,apple,party,4,1,1,0.44,1,2,4,2,0.7937,1
neutral,apple,party,5,1,0,0.36,0,2,4,2,0.6808,0
neutral,hourglass,ethnic,3,1,1,0.88,0,2,0,3,0.8907,1
neutral,oval,ethnic,5,0,1,0.56,0,2,5,3,0.8154,1
warm,apple,sports,5,0,1,0.4,0,0,4,4,0.6507,0
neutral,hourglass,party,5,1,0,0.17,0,2,0,2,0.7406,0
neutral,pear,casual,3,0,1,0.17,0,2,2,0,0.8242,1
cool,oval,formal,4,0,1,0.26,0,1,5,1,0.7287,0
neutral,rectangle,ethnic,3,0,1,0.28,0,2,3,3,0.7642,1
warm,oval,casual,4,1,1,0.22,1,0,5,0,0.7229,0
cool,apple,ethnic,3,1,1,0.73,0,1,4,3,0.7676,1
cool,oval,casual,3,1,1,0.55,0,1,5,0,0.6644,0
warm,oval,party,4,0,1,0.31,0,0,5,2,0.8178,1
warm,rectangle,formal,3,1,1,0.67,0,0,3,1,0.6982,0
warm,oval,sports,4,0,1,0.26,0,0,5,4,0.6764,0
neutral,inverted_triangle,ethnic,4,1,0,0.72,0,2,1,3,0.8057,1
warm,hourglass,sports,5,1,0,0.23,0,0,0,4,0.7579,1
neutral,inverted_triangle,casual,4,0,0,0.83,0,2,1,0,0.7989,1
cool,rectangle,party,3,0,0,0.78,0,1,3,2,0.7134,0
cool,oval,sports,4,0,1,0.88,0,1,5,4,0.6707,0
neutral,inverted_triangle,formal,5,0,1,0.87,0,2,1,1,0.8489,1
neutral,inverted_triangle,sports,3,0,1,0.4,0,2,1,4,0.7183,0
cool,hourglass,casual,4,1,1,0.56,0,1,0,0,0.8069,1
warm,inverted_triangle,party,3,0,1,0.44,1,0,1,2,0.99,1
neutral,pear,formal,4,1,1,0.13,1,2,2,1,0.7027,0
cool,apple,sports,5,1,1,0.54,1,1,4,4,0.6919,0
cool,hourglass,casual,4,0,1,0.25,0,1,0,0,0.7555,1
neutral,rectangle,party,4,0,0,0.64,1,2,3,2,0.8196,1
warm,rectangle,casual,3,0,1,0.53,0,0,3,0,0.7864,1
warm,hourglass,sports,5,0,1,0.87,0,0,0,4,0.8232,1
warm,rectangle,party,4,1,0,0.25,1,0,3,2,0.8198,1
warm,hourglass,ethnic,3,1,1,0.68,0,0,0,3,0.8653,1
neutral,hourglass,party,5,1,0,0.83,0,2,0,2,0.7703,1
cool,oval,casual,4,0,0,0.58,0,1,5,0,0.8161,1
neutral,pear,sports,3,0,0,0.8,1,2,2,4,0.749,0
neutral,apple,ethnic,5,0,1,0.65,0,2,4,3,0.8477,1
cool,pear,party,5,0,0,0.57,1,1,2,2,0.8703,1
cool,pear,ethnic,3,0,1,0.46,0,1,2,3,0.7515,1
warm,apple,casual,5,1,1,0.38,0,0,4,0,0.7495,0
neutral,inverted_triangle,sports,3,0,0,0.66,1,2,1,4,0.7755,1
warm,oval,casual,3,0,0,0.27,0,0,5,0,0.6817,0
cool,pear,sports,5,1,0,0.49,0,1,2,4,0.7576,1
cool,apple,formal,4,0,1,0.2,0,1,4,1,0.7717,1
warm,pear,party,3,0,0,0.21,0,0,2,2,0.7971,1
cool,inverted_triangle,party,5,1,1,0.85,1,1,1,2,0.738,0
warm,oval,casual,4,1,1,0.53,0,0,5,0,0.6777,0
warm,hourglass,casual,5,0,0,0.42,1,0,0,0,0.9537,1
cool,oval,ethnic,4,1,1,0.42,0,1,5,3,0.7325,0
warm,rectangle,party,3,0,1,0.6,0,0,3,2,0.7997,1
neutral,apple,party,5,1,1,0.53,1,2,4,2,0.7238,0
neutral,oval,ethnic,4,0,1,0.31,0,2,5,3,0.7439,0
warm,rectangle,casual,3,1,0,0.18,0,0,3,0,0.8153,1
warm,rectangle,sports,3,0,1,0.54,1,0,3,4,0.7107,0
neutral,apple,casual,5,0,1,0.33,0,2,4,0,0.7585,1
neutral,apple,formal,5,1,0,0.72,0,2,4,1,0.7404,0
cool,hourglass,party,4,1,1,0.38,0,1,0,2,0.741,0
neutral,hourglass,sports,3,0,0,0.56,1,2,0,4,0.7986,1
cool,rectangle,formal,4,0,0,0.73,0,1,3,1,0.7091,0
cool,pear,sports,5,0,0,0.74,0,1,2,4,0.7177,0
warm,rectangle,party,4,1,1,0.43,1,0,3,2,0.7597,1
cool,hourglass,ethnic,3,1,1,0.23,1,1,0,3,0.7902,1
warm,rectangle,casual,5,0,0,0.28,0,0,3,0,0.8655,1
cool,hourglass,ethnic,3,0,1,0.82,1,1,0,3,0.9094,1
warm,rectangle,ethnic,5,0,0,0.31,0,0,3,3,0.7534,1
cool,inverted_triangle,casual,4,0,0,0.57,1,1,1,0,0.9766,1
cool,rectangle,party,5,1,0,0.75,1,1,3,2,0.7002,0
cool,pear,party,5,0,1,0.78,1,1,2,2,0.9378,1
warm,hourglass,sports,5,0,1,0.81,0,0,0,4,0.7052,0
neutral,rectangle,casual,4,0,1,0.14,0,2,3,0,0.8179,1
neutral,oval,ethnic,4,0,1,0.86,0,2,5,3,0.7763,1
cool,pear,formal,3,0,1,0.74,0,1,2,1,0.7386,0
cool,inverted_triangle,ethnic,4,1,1,0.67,0,1,1,3,0.8572,1
warm,hourglass,casual,3,1,0,0.48,0,0,0,0,0.99,1
neutral,rectangle,formal,3,0,1,0.75,0,2,3,1,0.6948,0
cool,apple,formal,5,1,1,0.77,0,1,4,1,0.7756,1
warm,apple,formal,5,1,0,0.66,0,0,4,1,0.6816,0
warm,inverted_triangle,ethnic,5,0,0,0.47,0,0,1,3,0.7767,1
cool,rectangle,formal,5,1,1,0.77,0,1,3,1,0.8086,1
neutral,pear,sports,3,1,1,0.8,0,2,2,4,0.7218,0
neutral,apple,sports,3,0,1,0.38,0,2,4,4,0.7178,0
cool,inverted_triangle,ethnic,3,0,0,0.68,0,1,1,3,0.8817,1
neutral,apple,formal,5,0,1,0.78,0,2,4,1,0.8206,1
neutral,hourglass,party,4,0,0,0.39,0,2,0,2,0.8149,1
cool,oval,party,3,1,1,0.52,1,1,5,2,0.7314,0
warm,rectangle,casual,5,0,0,0.24,1,0,3,0,0.8086,1
neutral,rectangle,party,3,0,0,0.13,0,2,3,2,0.6892,0
warm,pear,casual,4,1,0,0.18,0,0,2,0,0.8282,1
cool,oval,casual,3,0,0,0.18,0,1,5,0,0.7691,1
cool,inverted_triangle,casual,3,0,1,0.49,1,1,1,0,0.9474,1
warm,rectangle,sports,3,0,1,0.24,0,0,3,4,0.668,0
neutral,rectangle,sports,3,0,1,0.71,0,2,3,4,0.683,0
warm,hourglass,ethnic,3,0,0,0.71,0,0,0,3,0.905,1
neutral,inverted_triangle,formal,4,0,1,0.79,0,2,1,1,0.7495,0
neutral,rectangle,casual,3,1,1,0.55,1,2,3,0,0.8261,1
neutral,rectangle,party,4,0,1,0.46,1,2,3,2,0.8288,1
cool,pear,formal,3,0,1,0.34,0,1,2,1,0.8192,1
neutral,rectangle,formal,4,0,0,0.89,1,2,3,1,0.7629,1
neutral,inverted_triangle,sports,3,1,1,0.26,0,2,1,4,0.7671,1
warm,inverted_triangle,formal,4,1,0,0.28,0,0,1,1,0.9665,1
neutral,apple,casual,3,0,1,0.83,0,2,4,0,0.7844,1
warm,inverted_triangle,casual,5,0,1,0.28,1,0,1,0,0.9227,1
warm,hourglass,casual,3,0,0,0.8,0,0,0,0,0.99,1
neutral,pear,ethnic,3,0,0,0.35,0,2,2,3,0.847,1
cool,inverted_triangle,formal,5,1,0,0.41,1,1,1,1,0.8759,1
cool,inverted_triangle,party,4,0,0,0.77,1,1,1,2,0.7605,1
cool,apple,sports,5,1,0,0.87,0,1,4,4,0.7563,1
warm,apple,sports,3,1,0,0.36,0,0,4,4,0.7366,0
warm,pear,ethnic,5,0,1,0.7,1,0,2,3,0.757,1
cool,inverted_triangle,sports,3,1,0,0.13,0,1,1,4,0.7519,1
neutral,rectangle,sports,5,1,0,0.2,0,2,3,4,0.6754,0
cool,rectangle,formal,5,0,1,0.78,1,1,3,1,0.8193,1
cool,inverted_triangle,formal,3,1,1,0.52,1,1,1,1,0.814,1
neutral,pear,formal,3,1,0,0.32,0,2,2,1,0.8566,1
neutral,pear,casual,3,0,0,0.57,1,2,2,0,0.7216,0
neutral,oval,party,5,0,0,0.5,1,2,5,2,0.7149,0
neutral,rectangle,party,4,1,0,0.52,0,2,3,2,0.819,1
warm,apple,ethnic,4,1,1,0.39,0,0,4,3,0.834,1
warm,rectangle,sports,4,1,0,0.4,0,0,3,4,0.7395,0
warm,apple,sports,4,0,1,0.3,1,0,4,4,0.6366,0
warm,pear,sports,4,1,0,0.7,0,0,2,4,0.7288,0
neutral,pear,formal,4,0,1,0.6,0,2,2,1,0.8064,1
neutral,oval,sports,3,1,0,0.69,0,2,5,4,0.6499,0
warm,oval,casual,5,1,0,0.73,1,0,5,0,0.7196,0
neutral,pear,casual,3,0,1,0.41,0,2,2,0,0.8128,1
warm,hourglass,ethnic,5,1,1,0.48,0,0,0,3,0.7556,1
warm,pear,ethnic,5,0,1,0.26,0,0,2,3,0.8376,1
warm,pear,casual,4,1,0,0.87,0,0,2,0,0.8224,1
neutral,rectangle,formal,4,0,0,0.75,0,2,3,1,0.7827,1
warm,hourglass,sports,3,1,1,0.7,0,0,0,4,0.8235,1
neutral,apple,casual,5,0,1,0.31,1,2,4,0,0.747,0
neutral,inverted_triangle,formal,5,0,1,0.66,0,2,1,1,0.7608,1
cool,apple,party,5,0,0,0.25,0,1,4,2,0.8082,1
neutral,oval,formal,4,1,1,0.32,0,2,5,1,0.8305,1
neutral,rectangle,casual,5,1,0,0.82,0,2,3,0,0.9309,1
warm,oval,sports,5,0,0,0.4,0,0,5,4,0.7483,0
warm,apple,ethnic,4,1,0,0.82,1,0,4,3,0.7435,0
warm,rectangle,formal,4,0,0,0.89,1,0,3,1,0.8128,1
warm,rectangle,casual,4,1,1,0.4,0,0,3,0,0.9084,1
neutral,hourglass,formal,4,0,0,0.78,0,2,0,1,0.99,1
warm,pear,sports,3,0,0,0.59,0,0,2,4,0.7325,0
warm,pear,casual,3,0,0,0.83,0,0,2,0,0.8971,1
cool,apple,sports,4,1,0,0.32,0,1,4,4,0.7102,0
cool,hourglass,formal,5,0,0,0.63,1,1,0,1,0.99,1
warm,inverted_triangle,formal,5,1,1,0.82,0,0,1,1,0.9493,1
neutral,hourglass,casual,4,0,1,0.84,0,2,0,0,0.8284,1
warm,oval,party,4,0,0,0.33,0,0,5,2,0.6997,0
cool,oval,ethnic,5,1,0,0.26,1,1,5,3,0.8289,1
warm,pear,party,3,1,0,0.83,1,0,2,2,0.7069,0
warm,hourglass,casual,4,1,1,0.69,1,0,0,0,0.99,1
neutral,hourglass,sports,5,1,1,0.4,0,2,0,4,0.7478,0
warm,oval,ethnic,5,0,1,0.33,0,0,5,3,0.8417,1
cool,apple,casual,3,1,0,0.4,0,1,4,0,0.6782,0
warm,pear,sports,3,0,0,0.4,0,0,2,4,0.7942,1
warm,oval,formal,4,0,1,0.46,1,0,5,1,0.7158,0
neutral,pear,ethnic,3,0,1,0.88,1,2,2,3,0.7443,0
cool,rectangle,party,4,0,1,0.56,1,1,3,2,0.8117,1
neutral,apple,party,5,0,1,0.45,0,2,4,2,0.685,0
neutral,inverted_triangle,formal,5,0,0,0.75,0,2,1,1,0.7435,0
neutral,apple,casual,3,0,0,0.61,0,2,4,0,0.7272,0
warm,pear,ethnic,4,1,1,0.24,0,0,2,3,0.7886,1
neutral,pear,casual,3,0,1,0.51,1,2,2,0,0.7779,1
warm,inverted_triangle,formal,5,0,1,0.11,1,0,1,1,0.9888,1
cool,inverted_triangle,casual,4,0,0,0.7,1,1,1,0,0.8854,1
warm,oval,casual,3,0,1,0.86,1,0,5,0,0.7357,0
neutral,rectangle,casual,4,0,1,0.75,1,2,3,0,0.9639,1
neutral,rectangle,ethnic,4,1,1,0.47,0,2,3,3,0.8454,1
neutral,rectangle,party,4,0,0,0.29,0,2,3,2,0.7735,1
warm,inverted_triangle,casual,3,0,0,0.31,1,0,1,0,0.99,1
neutral,rectangle,formal,4,0,0,0.86,0,2,3,1,0.8301,1
cool,hourglass,party,3,0,1,0.42,0,1,0,2,0.8352,1
warm,pear,formal,4,1,1,0.18,1,0,2,1,0.7939,1
neutral,hourglass,casual,5,1,0,0.75,1,2,0,0,0.7929,1
cool,hourglass,sports,5,1,1,0.48,1,1,0,4,0.7503,1
cool,hourglass,casual,4,1,0,0.31,1,1,0,0,0.7286,0
neutral,rectangle,party,5,0,0,0.56,0,2,3,2,0.7732,1
neutral,hourglass,casual,3,0,1,0.67,0,2,0,0,0.7612,1
cool,rectangle,ethnic,4,1,1,0.52,0,1,3,3,0.7682,1
neutral,inverted_triangle,formal,5,0,0,0.22,0,2,1,1,0.8669,1
cool,inverted_triangle,sports,5,0,0,0.36,0,1,1,4,0.7794,1
neutral,inverted_triangle,casual,5,1,0,0.28,1,2,1,0,0.8507,1
neutral,inverted_triangle,casual,4,1,0,0.15,0,2,1,0,0.791,1
warm,inverted_triangle,casual,5,0,0,0.7,1,0,1,0,0.938,1
warm,apple,ethnic,3,1,1,0.33,0,0,4,3,0.8266,1
cool,inverted_triangle,party,4,1,0,0.38,0,1,1,2,0.8278,1
neutral,inverted_triangle,formal,4,0,0,0.2,0,2,1,1,0.84,1
cool,pear,party,4,1,1,0.47,0,1,2,2,0.9364,1
warm,rectangle,casual,3,0,1,0.37,1,0,3,0,0.9115,1
cool,apple,sports,5,0,1,0.85,0,1,4,4,0.6696,0
neutral,hourglass,sports,4,0,1,0.21,0,2,0,4,0.8047,1
neutral,oval,formal,5,0,0,0.76,0,2,5,1,0.8353,1
warm,hourglass,ethnic,3,0,1,0.39,0,0,0,3,0.7884,1
neutral,apple,casual,3,0,1,0.21,0,2,4,0,0.6755,0
cool,oval,sports,4,0,0,0.38,0,1,5,4,0.6867,0
neutral,hourglass,casual,3,0,0,0.82,0,2,0,0,0.8435,1
warm,apple,sports,4,1,1,0.36,0,0,4,4,0.7839,1
cool,apple,casual,3,0,1,0.27,0,1,4,0,0.7995,1
warm,rectangle,formal,3,0,1,0.62,0,0,3,1,0.7865,1
warm,inverted_triangle,sports,5,0,0,0.34,1,0,1,4,0.7212,0
neutral,pear,party,5,1,1,0.8,0,2,2,2,0.831,1
cool,pear,sports,3,0,1,0.63,1,1,2,4,0.8068,1
neutral,rectangle,formal,3,0,1,0.74,0,2,3,1,0.8058,1
neutral,inverted_triangle,formal,5,1,1,0.77,1,2,1,1,0.8094,1
cool,oval,sports,3,0,0,0.14,0,1,5,4,0.7645,1
cool,hourglass,party,5,0,1,0.6,0,1,0,2,0.8458,1
cool,oval,formal,3,0,1,0.63,0,1,5,1,0.6974,0
neutral,apple,ethnic,3,1,1,0.88,1,2,4,3,0.7464,0
neutral,pear,party,3,0,0,0.7,1,2,2,2,0.7413,0
warm,apple,casual,5,1,1,0.19,0,0,4,0,0.7452,0
neutral,apple,party,3,0,1,0.11,1,2,4,2,0.6819,0
cool,hourglass,ethnic,5,1,1,0.74,0,1,0,3,0.8424,1
cool,apple,casual,3,1,0,0.16,0,1,4,0,0.6985,0
cool,apple,sports,5,0,1,0.87,1,1,4,4,0.6923,0
neutral,hourglass,sports,5,0,0,0.7,0,2,0,4,0.7453,0
neutral,pear,party,5,0,0,0.8,0,2,2,2,0.7135,0
neutral,pear,party,5,0,0,0.86,0,2,2,2,0.8357,1
cool,pear,casual,4,1,1,0.41,1,1,2,0,0.7191,0
cool,hourglass,ethnic,3,1,1,0.41,0,1,0,3,0.9034,1
cool,oval,sports,5,1,1,0.89,0,1,5,4,0.7098,0
cool,rectangle,formal,3,1,0,0.11,0,1,3,1,0.7255,0
cool,hourglass,sports,5,0,0,0.17,0,1,0,4,0.7418,0
neutral,rectangle,formal,5,0,0,0.21,0,2,3,1,0.7299,0
warm,rectangle,party,5,0,0,0.76,0,0,3,2,0.7249,0
neutral,hourglass,formal,5,0,1,0.9,1,2,0,1,0.99,1
neutral,pear,formal,3,1,1,0.44,0,2,2,1,0.7836,1
cool,pear,formal,5,0,1,0.28,1,1,2,1,0.7074,0
neutral,hourglass,formal,3,1,1,0.59,1,2,0,1,0.99,1
neutral,apple,ethnic,3,1,0,0.6,0,2,4,3,0.7454,0
cool,hourglass,sports,3,0,0,0.65,0,1,0,4,0.7726,1
warm,hourglass,ethnic,3,1,0,0.76,0,0,0,3,0.8408,1
warm,inverted_triangle,ethnic,5,0,1,0.31,0,0,1,3,0.7888,1
cool,pear,sports,3,0,1,0.89,1,1,2,4,0.6694,0
neutral,rectangle,party,3,0,1,0.77,0,2,3,2,0.7194,0
cool,pear,sports,3,1,1,0.38,0,1,2,4,0.776,1
neutral,oval,sports,5,1,0,0.3,1,2,5,4,0.7863,1
warm,rectangle,casual,5,0,0,0.22,0,0,3,0,0.8584,1
warm,rectangle,party,5,0,0,0.77,0,0,3,2,0.7862,1
cool,oval,casual,5,0,0,0.73,0,1,5,0,0.6995,0
neutral,oval,casual,5,1,0,0.1,0,2,5,0,0.7192,0
warm,pear,ethnic,4,1,1,0.69,1,0,2,3,0.8654,1
neutral,rectangle,casual,4,0,0,0.31,1,2,3,0,0.9443,1
warm,pear,sports,5,1,1,0.73,0,0,2,4,0.704,0
warm,apple,casual,3,1,1,0.34,1,0,4,0,0.7487,0
neutral,rectangle,casual,4,1,1,0.83,1,2,3,0,0.8773,1
neutral,apple,formal,4,0,1,0.61,1,2,4,1,0.6952,0
neutral,apple,sports,5,1,0,0.89,0,2,4,4,0.6577,0
warm,inverted_triangle,ethnic,5,0,0,0.46,1,0,1,3,0.8382,1
cool,rectangle,sports,4,1,1,0.65,1,1,3,4,0.7515,1
cool,oval,party,5,1,0,0.3,0,1,5,2,0.7502,1
neutral,rectangle,formal,4,1,0,0.63,0,2,3,1,0.7276,0
cool,inverted_triangle,casual,3,0,0,0.12,0,1,1,0,0.99,1
neutral,inverted_triangle,party,4,1,1,0.28,0,2,1,2,0.808,1
warm,apple,party,5,1,1,0.27,0,0,4,2,0.8287,1
neutral,oval,sports,3,0,0,0.77,0,2,5,4,0.7845,1
cool,apple,ethnic,4,0,1,0.14,0,1,4,3,0.8018,1
cool,hourglass,formal,4,0,0,0.45,0,1,0,1,0.99,1
neutral,pear,sports,3,0,1,0.41,0,2,2,4,0.7928,1
warm,inverted_triangle,party,3,0,0,0.3,0,0,1,2,0.9247,1
cool,oval,sports,5,0,1,0.2,1,1,5,4,0.6791,0
warm,pear,casual,5,0,1,0.36,1,0,2,0,0.9449,1
warm,inverted_triangle,ethnic,4,0,1,0.79,1,0,1,3,0.8781,1
cool,inverted_triangle,ethnic,4,0,1,0.39,1,1,1,3,0.783,1
neutral,inverted_triangle,casual,3,0,0,0.88,1,2,1,0,0.7618,1
warm,apple,sports,5,0,0,0.81,0,0,4,4,0.6568,0
neutral,oval,formal,4,0,0,0.78,0,2,5,1,0.7421,0
warm,oval,ethnic,5,0,0,0.77,0,0,5,3,0.7606,1
neutral,rectangle,formal,5,0,1,0.36,0,2,3,1,0.7578,1
cool,oval,casual,4,1,0,0.57,0,1,5,0,0.6981,0
neutral,inverted_triangle,party,5,1,1,0.16,0,2,1,2,0.8106,1
neutral,apple,sports,4,1,1,0.58,1,2,4,4,0.7762,1
warm,hourglass,ethnic,3,1,1,0.72,0,0,0,3,0.8757,1
cool,apple,casual,5,0,1,0.16,0,1,4,0,0.6906,0
warm,rectangle,casual,4,0,0,0.84,0,0,3,0,0.7922,1
cool,inverted_triangle,ethnic,5,0,1,0.24,0,1,1,3,0.8274,1
warm,inverted_triangle,party,5,1,1,0.52,0,0,1,2,0.9445,1
cool,oval,formal,3,0,1,0.58,1,1,5,1,0.7881,1
neutral,hourglass,ethnic,5,1,1,0.64,0,2,0,3,0.8858,1
cool,pear,sports,4,1,1,0.58,1,1,2,4,0.6852,0
cool,hourglass,ethnic,4,0,0,0.4,0,1,0,3,0.9035,1
neutral,oval,sports,3,0,0,0.58,0,2,5,4,0.7253,0
warm,pear,ethnic,3,0,1,0.52,0,0,2,3,0.7405,0
warm,hourglass,ethnic,5,0,0,0.3,1,0,0,3,0.8887,1
warm,oval,sports,4,1,1,0.6,1,0,5,4,0.6829,0
neutral,apple,casual,3,0,1,0.47,0,2,4,0,0.6813,0
warm,pear,party,3,0,0,0.1,0,0,2,2,0.7015,0
neutral,hourglass,party,4,0,1,0.78,0,2,0,2,0.7663,1
neutral,oval,formal,4,0,1,0.87,1,2,5,1,0.8031,1
warm,inverted_triangle,ethnic,3,1,1,0.42,0,0,1,3,0.8962,1
neutral,pear,party,5,1,1,0.73,1,2,2,2,0.8003,1
cool,rectangle,sports,4,0,0,0.32,0,1,3,4,0.6487,0
cool,pear,ethnic,3,0,1,0.3,0,1,2,3,0.7827,1
neutral,oval,casual,3,0,1,0.62,0,2,5,0,0.7369,0
warm,rectangle,casual,5,1,1,0.79,0,0,3,0,0.9169,1
cool,rectangle,sports,3,1,1,0.23,0,1,3,4,0.7244,0
cool,oval,party,3,0,0,0.12,1,1,5,2,0.8082,1
neutral,apple,ethnic,4,1,0,0.78,0,2,4,3,0.7357,0
cool,oval,formal,3,1,0,0.68,1,1,5,1,0.75,1
cool,rectangle,sports,4,1,1,0.28,0,1,3,4,0.7597,1
warm,pear,casual,3,1,0,0.17,0,0,2,0,0.8428,1
neutral,oval,sports,4,0,0,0.1,0,2,5,4,0.6877,0
warm,apple,party,4,0,0,0.35,0,0,4,2,0.6781,0
cool,rectangle,party,5,0,0,0.73,1,1,3,2,0.8353,1
warm,oval,sports,5,0,0,0.15,0,0,5,4,0.6904,0
neutral,rectangle,party,3,0,0,0.38,1,2,3,2,0.8351,1
