r,g,b,brightness,r_g_diff,r_b_diff,g_b_diff,ita_angle,skin_class,skin_name,skin_label,undertone,best_colors
97,75,63,80.21,22,34,12,41.62,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
180,184,168,180.98,-4,12,16,84.77,1,light_medium,Light Medium,neutral,"White,Black,Navy,Blush,Teal"
162,152,135,153.05,10,27,17,75.32,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
180,156,134,160.67,24,46,22,67.43,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
163,160,113,155.54,3,50,47,64.65,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
60,58,54,58.14,2,6,4,53.61,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
163,130,81,134.28,33,82,49,45.79,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
129,138,81,128.81,-9,48,57,58.66,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
53,60,30,54.49,-7,23,30,11.05,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
42,65,12,52.08,-23,30,53,3.97,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
118,55,53,73.61,63,65,2,19.96,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
195,159,126,166.0,36,69,33,59.25,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
53,51,37,50.0,2,16,14,0.0,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
212,177,152,184.62,35,60,25,65.98,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
198,139,135,156.18,59,63,4,59.32,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
133,71,41,86.12,62,92,30,21.44,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
150,110,96,120.36,40,54,14,52.49,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
232,199,200,208.98,33,32,-1,78.62,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
212,205,162,202.19,7,50,43,71.81,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
147,128,99,130.38,19,48,29,59.16,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
124,66,78,84.71,58,46,-12,37.04,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
184,184,147,179.78,0,37,37,74.09,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
219,221,175,215.16,-2,44,46,75.08,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
231,194,195,205.18,37,36,-1,76.94,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
121,94,66,98.88,27,55,28,41.63,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
150,137,99,136.56,13,51,38,59.49,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
158,91,53,106.7,67,105,38,28.37,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
172,135,111,143.33,37,61,24,56.83,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
212,205,174,203.56,7,38,31,76.1,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
224,171,128,181.95,53,96,43,53.96,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
59,33,43,41.91,26,16,-10,-26.82,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
248,181,184,201.38,67,64,-3,67.08,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
237,223,200,224.56,14,37,23,78.03,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
155,105,102,119.61,50,53,3,52.71,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
222,188,187,198.05,34,35,1,76.7,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
44,69,58,60.27,-25,-14,11,36.26,5,deep,Deep/Rich,cool,"Navy,Emerald,Purple,Burgundy,Cobalt"
43,59,58,54.1,-16,-15,1,15.29,5,deep,Deep/Rich,cool,"Navy,Emerald,Purple,Burgundy,Cobalt"
128,98,55,102.07,30,73,43,35.5,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
232,205,209,213.53,27,23,-4,81.99,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
90,42,35,55.55,48,55,7,5.76,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
192,121,123,142.46,71,69,-2,53.27,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
63,60,41,58.73,3,22,19,21.64,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
173,124,83,133.98,49,90,41,43.02,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
242,232,165,227.35,10,77,67,66.53,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
204,193,152,191.61,11,52,41,69.84,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
98,78,51,80.9,20,47,27,33.32,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
217,203,161,202.4,14,56,42,69.82,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
189,157,128,163.26,32,61,29,61.69,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
57,45,45,48.59,12,12,0,-6.7,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
89,49,21,57.77,40,68,28,6.52,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
218,193,167,197.51,25,51,26,70.93,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
130,88,55,96.8,42,75,33,31.96,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
218,180,148,187.71,38,70,32,63.06,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
104,74,59,81.26,30,45,15,34.79,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
176,137,139,148.89,39,37,-2,69.49,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
168,123,121,136.23,45,47,2,61.41,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
57,61,34,56.73,-4,23,27,16.31,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
66,52,30,53.68,14,36,22,5.84,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
183,162,163,168.39,21,20,-1,80.41,1,light_medium,Light Medium,neutral,"White,Black,Navy,Blush,Teal"
211,171,134,178.74,40,77,37,59.12,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
216,185,133,188.34,31,83,52,59.04,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
188,120,110,139.19,68,78,10,48.83,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
96,66,63,74.63,30,33,3,36.74,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
199,164,157,173.67,35,42,7,71.24,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
77,59,49,63.24,18,28,10,25.31,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
198,141,131,156.9,57,67,10,57.92,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
176,131,136,145.02,45,40,-5,67.17,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
100,81,56,83.83,19,44,25,37.56,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
119,94,67,98.4,25,52,27,42.95,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
197,188,116,182.48,9,81,72,58.56,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
207,168,167,179.55,39,40,1,72.84,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
219,169,148,181.56,50,71,21,61.65,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
223,172,137,183.26,51,86,35,57.16,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
72,57,47,60.34,15,25,10,22.47,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
213,145,138,164.53,68,75,7,56.78,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
206,210,173,204.59,-4,33,37,77.95,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
182,139,130,150.83,43,52,9,62.72,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
146,93,101,109.76,53,45,-8,53.02,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
77,46,56,56.41,31,21,-10,16.97,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
113,74,71,85.32,39,42,3,40.06,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
156,110,109,123.64,46,47,1,57.45,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
160,108,81,120.47,52,79,27,41.73,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
149,106,75,115.32,43,74,31,41.43,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
195,162,151,170.61,33,44,11,69.96,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
172,139,120,146.7,33,52,19,61.73,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
95,67,75,76.28,28,20,-8,52.73,4,dark,Dark/Deep Brown,neutral,"White,Black,Navy,Blush,Teal"
158,150,105,147.26,8,53,45,61.41,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
164,163,127,159.2,1,37,36,71.28,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
178,161,98,158.9,17,80,63,53.7,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
86,92,70,87.7,-6,16,22,67.0,4,dark,Dark/Deep Brown,neutral,"White,Black,Navy,Blush,Teal"
161,117,102,128.45,44,59,15,53.05,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
119,73,74,86.87,46,45,-1,39.33,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
62,57,51,57.81,5,11,6,35.37,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
193,137,107,150.32,56,86,30,49.39,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
117,62,55,77.65,55,62,7,24.04,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
237,212,196,217.65,25,41,16,76.26,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
48,39,47,42.6,9,1,-8,-82.3,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
128,72,65,87.95,56,63,7,31.06,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
166,114,71,124.65,52,95,43,38.16,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
165,117,57,124.51,48,108,60,34.6,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
133,105,70,109.38,28,63,35,43.31,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
116,87,61,92.71,29,55,26,37.83,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
195,151,141,163.02,44,54,10,64.46,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
149,100,72,111.46,49,77,28,38.6,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
69,32,42,44.2,37,27,-10,-12.12,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
120,92,74,98.32,28,46,18,46.41,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
92,90,37,84.56,2,55,53,32.14,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
245,201,201,214.16,44,44,0,75.0,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
142,99,77,109.35,43,65,22,42.4,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
202,172,145,177.89,30,57,27,65.98,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
125,83,58,92.71,42,67,25,32.52,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
60,30,31,39.08,30,29,-1,-20.63,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
255,222,171,226.05,33,84,51,64.49,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
132,85,54,95.52,47,78,31,30.27,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
172,149,122,152.8,23,50,27,64.06,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
187,166,158,171.37,21,29,8,76.56,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
45,33,47,38.18,12,-2,-14,-80.4,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
39,39,28,37.75,0,11,11,-48.08,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
125,85,101,98.78,40,24,-16,63.8,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
129,97,61,102.46,32,68,36,37.65,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
244,222,189,224.82,22,55,33,72.54,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
207,226,165,213.36,-19,42,61,75.58,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
111,60,85,78.1,51,26,-25,47.22,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
242,207,206,217.35,35,36,1,77.86,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
203,153,147,167.27,50,56,6,64.47,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
106,72,51,79.77,34,55,21,28.43,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
194,163,115,166.8,31,79,48,55.93,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
189,180,146,178.82,9,43,34,71.54,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
240,217,179,219.54,23,61,38,70.21,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
177,128,93,138.66,49,84,35,46.55,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
184,150,162,161.53,34,22,-12,78.84,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
214,158,155,174.4,56,59,3,64.63,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
87,90,73,87.16,-3,14,17,69.36,4,dark,Dark/Deep Brown,neutral,"White,Black,Navy,Blush,Teal"
194,181,127,178.73,13,67,54,62.5,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
206,205,195,204.16,1,11,10,85.92,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
215,204,204,207.29,11,11,0,86.0,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
121,92,75,98.73,29,46,17,46.65,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
107,95,53,93.8,12,54,42,39.05,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
173,121,117,136.09,52,56,4,56.96,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
214,180,133,184.81,34,81,47,59.0,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
201,130,120,150.09,71,81,10,51.02,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
232,227,165,221.43,5,67,62,68.65,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
102,80,48,82.93,22,54,32,31.38,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
200,139,114,154.39,61,86,25,50.52,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
182,177,133,173.48,5,49,44,68.36,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
65,26,23,37.32,39,42,3,-16.8,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
206,185,143,186.49,21,63,42,65.22,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
165,93,69,111.79,72,96,24,32.77,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
84,60,23,62.96,24,61,37,11.99,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
218,170,140,180.93,48,78,30,59.22,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
66,56,58,59.22,10,8,-2,49.05,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
165,144,117,147.2,21,48,27,63.72,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
184,168,151,170.85,16,33,17,74.73,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
56,34,47,42.06,22,9,-13,-41.42,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
233,178,171,193.65,55,62,7,66.65,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
154,102,81,115.15,52,73,21,41.75,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
191,172,165,176.88,19,26,7,78.42,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
153,97,100,114.09,56,53,-3,50.41,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
203,192,138,189.13,11,65,54,64.96,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
137,106,68,110.94,31,69,38,41.45,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
34,61,47,51.33,-27,-13,14,5.84,5,deep,Deep/Rich,cool,"Navy,Emerald,Purple,Burgundy,Cobalt"
255,183,164,202.36,72,91,19,59.15,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
154,154,97,147.5,0,57,57,59.69,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
127,59,83,82.07,68,44,-24,36.09,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
180,116,99,133.2,64,81,17,45.77,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
76,48,15,52.61,28,61,33,2.45,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
46,66,36,56.6,-20,10,30,33.42,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
110,70,61,80.93,40,49,9,32.26,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
77,46,39,54.47,31,38,7,6.71,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
252,188,174,205.54,64,78,14,63.37,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
175,137,107,144.94,38,68,30,54.39,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
42,61,36,52.47,-19,6,25,22.38,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
194,157,139,166.01,37,55,18,64.63,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
152,130,115,134.87,22,37,15,66.44,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
62,27,46,39.63,35,16,-19,-32.95,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
144,99,78,110.06,45,66,21,42.3,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
157,93,72,109.74,64,85,21,35.1,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
198,165,159,174.18,33,39,6,72.56,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
69,44,40,51.02,25,29,4,2.01,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
204,165,128,172.44,39,76,37,58.17,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
104,83,54,85.97,21,50,29,35.73,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
222,189,192,199.21,33,30,-3,78.63,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
141,92,102,107.79,49,39,-10,55.99,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
105,92,73,93.72,13,32,19,53.8,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
156,108,92,120.53,48,64,16,47.78,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
194,134,112,149.43,60,82,22,50.49,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
212,216,201,213.09,-4,11,15,86.14,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
214,168,124,176.74,46,90,44,54.62,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
209,179,171,187.06,30,38,8,74.5,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
87,37,65,55.14,50,22,-28,13.15,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
212,226,171,215.54,-14,41,55,76.09,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
223,230,155,219.36,-7,68,75,68.12,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
108,89,53,90.58,19,55,36,36.42,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
221,190,201,200.52,31,20,-11,82.43,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
62,65,59,63.42,-3,3,6,77.4,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
148,118,77,122.3,30,71,41,45.52,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
122,128,84,121.19,-6,38,44,61.91,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
195,133,113,149.26,62,82,20,50.44,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
139,98,87,109.0,41,52,11,48.61,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
106,76,74,84.74,30,32,2,47.35,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
164,123,91,131.61,41,73,32,48.19,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
89,57,48,65.54,32,41,9,20.76,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
191,128,126,146.61,63,65,2,56.07,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
229,181,172,194.33,48,57,9,68.45,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
189,160,115,163.54,29,74,45,56.91,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
96,28,51,50.95,68,45,-23,1.21,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
54,37,27,40.94,17,27,10,-18.55,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
105,101,58,97.29,4,47,43,45.18,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
255,194,181,210.76,61,74,13,65.28,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
196,157,159,168.89,39,37,-2,72.71,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
211,165,146,176.59,46,65,19,62.82,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
210,170,142,178.77,40,68,28,62.16,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
205,179,149,183.35,26,56,30,67.22,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
141,90,52,100.92,51,89,38,29.78,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
150,136,95,135.51,14,55,41,57.25,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
242,195,162,205.29,47,80,33,62.74,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
220,185,197,196.83,35,23,-12,81.1,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
205,166,156,176.52,39,49,10,68.83,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
219,197,200,203.92,22,19,-3,82.96,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
165,109,104,125.17,56,61,5,50.94,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
144,108,93,117.05,36,51,15,52.74,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
115,73,59,83.96,42,56,14,31.23,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
81,62,28,63.8,19,53,34,14.59,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
252,232,169,230.8,20,83,63,65.34,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
199,123,109,144.13,76,90,14,46.28,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
49,49,24,46.15,0,25,25,-8.75,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
